date,average_temp,max_temp,min_temp,dominant_condition,total_temp,temp_count
2024-10-19,25.356666666666666,27.34,21.06,Haze,152.14,6
,2024-10-19,26.05,26.05,26.05,Haze,26.05,1
,2024-10-19,25.99,25.99,25.99,Thunderstorm,25.99,1
,2024-10-19,27.34,27.34,27.34,Mist,27.34,1
,2024-10-19,21.06,21.06,21.06,Rain,21.06,1
,2024-10-19,26.97,26.97,26.97,Haze,26.97,1
,2024-10-19,24.73,24.73,24.73,Clouds,24.73,1
